Year,Data,ID2,Latitude,Longitude,Elevation,Tmax_wt,Tmax_sp,Tmax_sm,Tmax_at,Tmin_wt,Tmin_sp,Tmin_sm,Tmin_at,Tave_wt,Tave_sp,Tave_sm,Tave_at,PPT_wt,PPT_sp,PPT_sm,PPT_at,Rad_wt,Rad_sp,Rad_sm,Rad_at,DD_0_wt,DD_0_sp,DD_0_sm,DD_0_at,DD5_wt,DD5_sp,DD5_sm,DD5_at,DD_18_wt,DD_18_sp,DD_18_sm,DD_18_at,DD18_wt,DD18_sp,DD18_sm,DD18_at,NFFD_wt,NFFD_sp,NFFD_sm,NFFD_at,PAS_wt,PAS_sp,PAS_sm,PAS_at,Eref_wt,Eref_sp,Eref_sm,Eref_at,CMD_wt,CMD_sp,CMD_sm,CMD_at,RH_wt,RH_sp,RH_sm,RH_at
2034,CNRM_RCP85,Regional,51,-116,1500,-2.5,9,22.1,9.1,-10.1,-1.8,7.1,-1.6,-6.3,3.6,14.6,3.7,197,178,200,95,2.7,14,21.1,6.8,622,90,0,112,9,154,882,169,2185,1330,335,1299,0,3,27,2,2,30,90,34,168,70,1,31,0,142,354,88,0,41,154,43,68,63,55,63
2035,CNRM_RCP85,Regional,51,-116,1500,-3,10.9,23.8,8,-10.9,-1.6,8.3,-1.9,-6.9,4.7,16.1,3,253,139,231,186,-9999,14.9,20.8,6,667,105,0,150,8,252,1021,193,2236,1229,232,1368,0,6,54,4,2,38,91,32,215,45,1,70,0,163,375,86,0,88,161,4,67,58,54,65
2036,CNRM_RCP85,Regional,51,-116,1500,-1.3,11,20.8,7.1,-9,-1.3,6.2,-2,-5.1,4.8,13.5,2.6,201,158,254,240,2.6,14.6,20.2,-9999,526,63,0,176,13,202,783,164,2076,1216,416,1404,0,4,16,2,4,35,88,34,150,25,2,88,0,186,337,81,0,27,84,0,68,59,56,68
2037,CNRM_RCP85,Regional,51,-116,1500,-0.8,11.8,19.9,9.5,-8.3,-0.2,6.6,-0.4,-4.5,5.8,13.3,4.6,219,163,333,190,2.8,14.5,19,5.7,507,51,0,112,23,255,761,237,2035,1127,444,1223,0,5,15,4,6,44,89,43,165,16,4,52,0,190,320,90,0,28,7,4,70,60,59,67
2038,CNRM_RCP85,Regional,51,-116,1500,-5,10,21.2,7.3,-12.9,-1.7,7.5,-2.7,-9,4.1,14.3,2.3,384,195,283,159,-9999,14.5,19.8,6.3,845,106,0,204,6,211,861,155,2430,1278,351,1428,0,4,24,2,1,35,90,33,364,32,2,75,0,145,337,83,0,31,54,6,66,60,58,65
2039,CNRM_RCP85,Regional,51,-116,1500,-1.3,10.7,23.2,7.9,-9.1,-1.4,8,-1.7,-5.2,4.6,15.6,3.1,285,154,207,206,2.9,14.5,21,5.6,540,75,0,150,14,204,977,189,2088,1233,271,1357,0,4,54,3,3,36,90,34,225,47,1,83,0,184,370,86,0,65,163,21,68,59,55,67
2040,CNRM_RCP85,Regional,51,-116,1500,-5.5,7.4,22.1,8.1,-13.1,-5.2,6.4,-1.9,-9.3,1.1,14.3,3.1,235,165,154,158,2.1,14.6,21.3,5.9,890,209,0,212,8,98,853,229,2462,1558,368,1353,0,2,28,4,2,18,88,40,215,91,1,68,0,133,359,91,0,25,204,13,67,55,53,66
2041,CNRM_RCP85,Regional,51,-116,1500,-3.2,9.3,21.7,8.1,-10.2,-3.7,7.4,-1.6,-6.7,2.8,14.6,3.2,189,113,222,187,2.3,15.4,20.2,5.5,661,120,0,153,12,139,884,187,2222,1398,343,1347,0,2,32,3,3,24,89,36,158,35,2,52,0,139,347,84,0,42,125,0,71,55,57,66
2042,CNRM_RCP85,Regional,51,-116,1500,-5.3,9.2,21.9,9.2,-13.1,-2.6,6.9,-1.4,-9.2,3.3,14.4,3.9,293,169,181,131,-9999,14.4,20.8,6.4,860,111,0,150,5,152,871,221,2449,1353,346,1282,0,3,27,3,1,28,89,39,279,72,1,43,0,143,353,92,0,44,172,22,67,59,55,64
2043,CNRM_RCP85,Regional,51,-116,1500,-6.4,7.3,20.1,8,-14.4,-4.2,5.8,-1.6,-10.4,1.6,13,3.2,248,154,253,203,2.4,14.1,20.3,5,947,190,0,202,3,106,735,217,2554,1517,470,1346,0,2,15,3,1,20,86,42,240,84,4,79,0,136,328,86,0,50,90,0,65,59,57,66
2044,CNRM_RCP85,Regional,51,-116,1500,-4,8.4,22.2,7.8,-11.6,-2.6,7.2,-2.5,-7.8,2.9,14.7,2.7,253,183,241,242,1.9,14.2,20.8,-9999,742,115,0,206,8,129,892,224,2315,1393,329,1399,0,2,29,6,2,28,90,31,222,64,1,114,0,133,354,91,0,10,121,0,67,62,55,64
2045,CNRM_RCP85,Regional,51,-116,1500,-3.6,8.1,21,7.2,-11.7,-3.4,6.9,-2.6,-7.6,2.3,14,2.3,216,188,238,214,3.1,14.2,20.5,4.9,721,149,0,220,6,117,828,203,2300,1445,393,1432,0,2,26,4,1,23,88,33,197,80,2,95,0,138,336,86,0,11,98,14,66,60,57,65
2046,CNRM_RCP85,Regional,51,-116,1500,-2.1,8.5,22,7.9,-10.2,-3.2,7.3,-1.8,-6.1,2.7,14.7,3,241,142,211,163,2.5,14.6,20.4,5.7,605,187,0,166,10,166,890,188,2165,1417,328,1363,0,3,28,3,3,29,90,34,201,51,1,76,0,149,352,87,0,54,141,24,66,59,56,66
2047,CNRM_RCP85,Regional,51,-116,1500,-3.4,10.2,21.6,10.4,-12.2,-2.1,7,0.5,-7.8,4,14.3,5.5,179,137,209,175,3.2,15,20.7,6,739,91,0,87,7,172,858,284,2320,1291,366,1145,0,3,33,7,1,31,89,49,165,31,2,35,0,149,346,95,0,39,137,26,63,58,56,67
2048,CNRM_RCP85,Regional,51,-116,1500,-6.4,8.2,22.5,8.4,-14.7,-3.9,7.7,-0.7,-10.6,2.2,15.1,3.8,228,155,284,205,-9999,14.9,20.3,4.9,958,189,0,145,3,137,930,222,2554,1460,301,1290,0,2,37,4,1,26,90,42,214,52,1,72,0,142,357,85,0,20,112,10,64,57,56,68
2049,CNRM_RCP85,Regional,51,-116,1500,-6.1,8.7,23.1,8.7,-14,-3.5,7.5,-2.3,-10,2.6,15.3,3.2,260,124,167,113,2.3,15,21.3,6.5,940,127,0,212,5,131,950,249,2524,1417,287,1351,0,2,45,6,1,23,90,36,245,58,1,52,0,138,368,99,0,49,201,58,66,57,54,63
2050,CNRM_RCP85,Regional,51,-116,1500,-5.1,9.5,20.1,8.3,-13.1,-2.2,7.6,-1.6,-9.1,3.7,13.9,3.4,207,144,374,166,2.9,14.6,18.8,5.8,828,124,0,204,4,182,816,246,2430,1324,401,1329,0,3,22,5,1,32,90,41,197,43,3,42,0,152,317,92,0,48,16,12,66,60,61,66
2051,CNRM_RCP85,Regional,51,-116,1500,-3.8,9.7,22.3,8.6,-10.9,-1.9,8.2,-0.8,-7.4,3.9,15.2,3.9,282,129,236,194,-9999,14.6,20.1,5.7,697,112,0,139,7,192,945,227,2276,1301,301,1285,0,4,50,4,2,34,90,41,252,39,1,49,0,149,350,87,0,58,114,1,70,60,58,67
2052,CNRM_RCP85,Regional,51,-116,1500,-3.9,10,23.6,8,-12,-1.2,8,-2.4,-8,4.4,15.8,2.8,178,150,204,194,3.2,14.5,21.3,5.8,777,71,0,210,11,181,996,236,2346,1255,250,1386,0,3,48,6,2,36,90,33,147,39,1,101,0,174,375,94,0,47,170,41,66,62,54,64
2053,CNRM_RCP85,Regional,51,-116,1500,-3.2,9.1,22.4,9.1,-10.9,-2.6,7.6,-0.7,-7.1,3.2,15,4.2,267,230,237,118,2.3,14.4,21,6.1,679,123,0,96,8,152,928,190,2251,1362,319,1258,0,3,51,2,2,32,89,40,231,57,1,27,0,134,355,86,0,19,118,15,68,59,56,66
2054,CNRM_RCP85,Regional,51,-116,1500,-2.6,9.4,22.9,6.8,-9.8,-2.7,8,-2.5,-6.2,3.3,15.5,2.2,216,129,212,217,3,14.9,21,4.9,610,104,0,250,10,149,967,237,2174,1353,287,1449,0,2,58,7,3,27,90,33,184,45,1,114,0,143,362,65,0,51,161,0,70,58,56,67
2055,CNRM_RCP85,Regional,51,-116,1500,-2.4,9.6,23.2,10.5,-9.8,-2,8.4,1.1,-6.1,3.8,15.8,5.8,266,212,203,153,2.5,14,20.7,-9999,607,107,0,57,12,190,996,256,2169,1312,251,1114,0,4,48,4,3,33,91,53,220,49,1,25,0,138,364,99,0,6,161,9,69,60,56,69
2056,CNRM_RCP85,Regional,51,-116,1500,-3.4,9.9,24.4,10.1,-11.4,-2.3,9.4,0.4,-7.4,3.8,16.9,5.3,239,135,231,128,3.2,15,20.7,6.1,704,88,0,78,6,166,1095,256,2281,1308,194,1162,0,3,91,5,2,30,91,47,212,35,1,19,0,142,380,93,0,40,148,20,67,58,56,68
2057,CNRM_RCP85,Regional,51,-116,1500,-0.9,11,23.1,8.8,-8,-0.8,9.4,0.3,-4.4,5.1,16.2,4.5,216,182,266,216,2,14.4,19.6,4.5,470,111,0,119,16,277,1032,252,2010,1196,237,1230,0,7,77,5,5,45,91,46,144,25,1,37,0,156,357,85,0,0,91,0,70,60,59,71
2058,CNRM_RCP85,Regional,51,-116,1500,-1.2,10.7,21.3,8.7,-8.5,-1.3,7.1,-0.4,-4.9,4.7,14.2,4.2,330,157,244,236,1.3,14.6,20.3,5,516,76,0,137,15,202,850,247,2059,1231,363,1262,0,4,25,6,4,37,90,43,253,31,2,76,0,151,340,88,0,29,97,0,70,60,57,68
2059,CNRM_RCP85,Regional,51,-116,1500,-3.8,9.6,23.9,9.3,-11.4,-1.6,7.9,-0.2,-7.6,4,15.9,4.6,236,157,170,213,-9999,14.3,21.7,5.3,726,78,0,135,7,166,1009,255,2300,1292,243,1223,0,3,55,4,2,34,90,47,209,35,1,51,0,167,381,91,0,13,211,0,68,61,53,67
2060,CNRM_RCP85,Regional,51,-116,1500,-4,8.6,22.3,10.8,-11.4,-2.8,7.6,0.1,-7.7,2.9,14.9,5.5,291,168,250,178,-9999,14.5,20.5,5.6,723,136,0,177,7,164,916,382,2297,1390,311,1161,0,3,34,21,3,30,90,48,236,60,1,79,0,135,353,108,0,12,103,64,69,60,56,64
2061,CNRM_RCP85,Regional,51,-116,1500,-3.2,8.8,21.3,8.3,-10.7,-1.9,7.3,-0.7,-7,3.4,14.3,3.8,259,233,299,223,3,14,19.8,5.7,674,109,0,167,9,153,855,227,2246,1346,361,1295,0,3,26,4,2,34,90,45,229,59,2,52,0,132,338,85,0,0,73,0,68,63,58,69
2062,CNRM_RCP85,Regional,51,-116,1500,-3,9.9,22.4,9.5,-11,-2.1,6.9,0.4,-7,3.9,14.6,4.9,301,168,199,285,2.6,14.5,21.4,5,673,89,0,88,8,173,880,232,2245,1299,334,1189,0,3,27,3,2,30,90,49,257,52,1,62,0,148,360,86,0,42,161,0,67,59,54,69
2063,CNRM_RCP85,Regional,51,-116,1500,-2.9,10.4,22.7,8.9,-10.7,-0.8,8.8,0.4,-6.8,4.8,15.7,4.7,241,154,264,262,2.3,14.5,20,4.7,687,71,0,109,17,220,990,251,2240,1217,257,1212,0,4,51,5,5,39,91,48,185,30,1,43,0,179,352,83,0,34,93,0,68,62,58,71
2064,CNRM_RCP85,Regional,51,-116,1500,-1,8.9,23.1,10.2,-8.2,-3.4,8.8,0.9,-4.6,2.8,16,5.5,286,135,279,169,2.3,14.9,20.4,5.6,482,204,0,104,16,213,1005,304,2023,1402,240,1140,0,5,53,8,6,31,91,51,191,58,1,34,0,153,360,94,0,59,103,0,70,57,57,68
2065,CNRM_RCP85,Regional,51,-116,1500,-2.8,10.6,24.8,7.5,-10.3,-1,9.1,-1.8,-6.6,4.8,17,2.9,206,190,176,220,2.9,14.2,21.5,5.1,633,79,0,139,9,219,1102,157,2206,1219,185,1381,0,4,90,2,3,41,91,33,174,28,0,85,0,144,389,81,0,10,214,15,68,61,54,68
2066,CNRM_RCP85,Regional,51,-116,1500,0.8,8.6,23.8,7.5,-5.9,-2.5,8.4,-1.5,-2.6,3,16.1,3,374,176,207,246,-9999,14.3,20.8,-9999,338,153,0,162,27,164,1024,182,1846,1381,235,1368,0,3,65,3,10,32,90,36,198,69,1,96,0,143,376,82,0,41,169,3,73,61,54,69
2067,CNRM_RCP85,Regional,51,-116,1500,-0.4,12.5,22.3,10.1,-7.9,0.4,8.6,0.5,-4.2,6.4,15.5,5.3,347,116,312,234,-9999,14.8,19.8,5.7,457,48,0,113,17,307,966,294,1993,1073,274,1161,0,8,41,7,5,47,91,49,247,13,1,39,0,200,347,95,0,84,48,0,70,60,59,68
2068,CNRM_RCP85,Regional,51,-116,1500,-3,9.1,22.4,9.3,-10.6,-2,8.1,0.6,-6.8,3.5,15.2,5,231,164,275,249,2,14,20.3,-9999,643,83,0,96,10,140,943,258,2218,1334,291,1189,0,2,42,5,4,29,91,48,186,47,1,46,0,167,352,87,0,18,99,0,68,62,57,71
2069,CNRM_RCP85,Regional,51,-116,1500,0.9,11.7,25.5,9.2,-6.7,-0.7,9.8,0.1,-2.9,5.5,17.7,4.7,302,135,196,184,-9999,14.8,21.1,4.8,379,90,0,83,27,293,1167,217,1885,1164,150,1217,0,9,120,3,8,42,91,46,182,25,0,37,0,160,396,86,0,51,200,22,70,58,54,69
2070,CNRM_RCP85,Regional,51,-116,1500,-4.5,9.7,22.7,8.7,-12.2,-1.7,8.8,0,-8.3,4,15.8,4.4,233,196,287,260,2.4,14.2,20.2,-9999,775,82,0,125,6,170,992,233,2359,1290,264,1243,0,3,62,4,2,33,90,47,208,48,1,62,0,142,353,86,0,0,77,0,67,61,58,70
2071,CNRM_RCP85,Regional,51,-116,1500,-2,10.9,22.9,9.3,-9.2,-1.3,8,0.5,-5.6,4.8,15.5,4.9,332,107,179,242,-9999,15.1,21,4.6,557,73,0,104,12,213,966,266,2111,1218,282,1194,0,4,53,6,4,35,90,48,257,27,1,42,0,188,362,87,0,86,183,0,70,59,56,70
2072,CNRM_RCP85,Regional,51,-116,1500,-4,10.9,24,10.8,-11.7,-1.3,9.4,0.6,-7.9,4.8,16.7,5.7,254,124,289,170,2.7,14.9,20.2,6.4,744,122,0,121,6,274,1078,340,2326,1218,191,1130,0,7,71,12,1,41,91,49,235,26,1,35,0,164,371,101,0,65,82,13,67,59,57,66
2073,CNRM_RCP85,Regional,51,-116,1500,-3.9,11.8,26.1,11.2,-12.3,-0.4,10,0.6,-8.1,5.7,18.1,5.9,183,145,158,153,3.5,14.7,21.6,6,806,69,0,147,14,276,1203,393,2359,1134,133,1123,0,6,141,25,3,44,91,48,159,24,0,56,0,195,406,112,0,53,248,64,65,59,53,65
2074,CNRM_RCP85,Regional,51,-116,1500,-1,10.4,23.5,9.4,-8.8,-0.8,9.6,0.8,-4.9,4.8,16.6,5.1,278,158,240,244,3.1,14.6,19.8,4.3,523,97,0,96,17,252,1066,262,2067,1216,223,1176,0,6,93,5,4,41,91,49,206,38,1,60,0,151,362,86,0,31,122,0,68,62,59,71
2075,CNRM_RCP85,Regional,51,-116,1500,-0.7,10.4,23.6,9.9,-7.9,-0.9,9.1,0.5,-4.3,4.7,16.3,5.2,280,174,262,227,2,14.4,20.5,5.2,465,58,0,91,17,201,1047,256,2002,1221,229,1167,0,4,83,4,5,37,91,49,191,34,1,50,0,176,367,90,0,10,158,0,71,62,57,68
2076,CNRM_RCP85,Regional,51,-116,1500,-0.5,8.7,25.5,8.9,-7.8,-2.7,10.3,-1.1,-4.2,3,17.9,3.9,330,184,235,286,-9999,14.7,20.6,-9999,459,153,0,196,18,159,1189,296,1993,1387,160,1294,0,3,155,11,5,32,91,41,228,49,0,156,0,142,392,98,0,0,157,52,70,60,56,66
2077,CNRM_RCP85,Regional,51,-116,1500,-3.6,9.9,22.5,9.5,-10.8,-1.7,7.9,0.3,-7.2,4.1,15.2,4.9,310,183,168,180,1.9,14.9,20.8,5,704,66,0,106,10,157,946,267,2270,1282,302,1196,0,2,52,6,3,32,90,47,256,37,1,50,0,171,356,91,0,10,188,31,69,61,56,69
2078,CNRM_RCP85,Regional,51,-116,1500,-1.2,12.4,23.2,8.5,-8,1,9.9,-0.7,-4.6,6.7,16.6,3.9,213,186,301,242,2.4,14.4,19.4,-9999,484,68,0,139,15,359,1063,223,2027,1055,205,1284,0,11,73,4,5,53,92,42,159,18,1,91,0,196,355,86,0,15,72,16,72,62,60,68
2079,CNRM_RCP85,Regional,51,-116,1500,-0.4,10.6,25.6,11.1,-7.1,-1.4,9.8,1.8,-3.7,4.6,17.7,6.5,254,136,172,204,2.2,14.8,21.3,5.3,427,92,0,78,20,241,1168,356,1954,1234,147,1065,0,6,119,14,7,36,91,54,160,43,0,34,0,157,398,99,0,61,226,21,72,59,54,69
2080,CNRM_RCP85,Regional,51,-116,1500,-0.4,12,23.7,9.1,-7.4,0.2,10.2,-0.7,-3.9,6.1,17,4.2,356,182,296,220,-9999,14.5,19.7,-9999,432,68,0,198,18,308,1101,343,1965,1106,177,1281,0,8,80,22,6,46,92,38,240,27,1,115,0,192,363,98,0,18,92,48,71,60,59,66
2081,CNRM_RCP85,Regional,51,-116,1500,0.8,9.7,22.8,9.8,-6.2,-1.4,9.6,1.2,-2.7,4.1,16.2,5.5,268,232,341,197,-9999,14,19.5,-9999,348,63,0,91,26,159,1033,294,1858,1278,231,1144,0,2,67,8,9,33,91,52,146,48,1,40,0,169,349,91,0,0,44,3,72,62,60,71
2082,CNRM_RCP85,Regional,51,-116,1500,-0.3,11.9,23,10.8,-8.1,0.8,10,1.8,-4.2,6.4,16.5,6.3,252,177,400,160,2.8,14,19.1,5.2,465,59,0,102,18,314,1060,366,2000,1077,207,1079,0,8,69,14,5,52,91,55,187,12,1,30,0,187,348,99,0,18,48,29,68,62,61,70
2083,CNRM_RCP85,Regional,51,-116,1500,0.1,9.4,23.1,9.8,-6.8,-1.2,8.6,1.2,-3.3,4.1,15.9,5.5,327,224,203,200,-9999,13.7,20.6,4.6,406,85,0,119,25,182,1003,323,1920,1283,251,1146,0,3,61,10,8,37,91,52,181,58,1,43,0,138,361,91,0,2,158,0,72,64,57,71
2084,CNRM_RCP85,Regional,51,-116,1500,-0.4,11,23.1,12,-8.3,-0.3,9.5,1.7,-4.4,5.3,16.3,6.9,229,166,297,145,2.4,14.4,19.8,6.1,483,61,0,81,21,239,1039,379,2017,1171,220,1023,0,5,60,12,5,43,91,57,151,26,1,26,0,185,354,106,0,38,101,39,68,62,59,66
2085,CNRM_RCP85,Regional,51,-116,1500,-2.7,11.5,25.5,10.6,-10.3,-0.7,9.4,1,-6.5,5.4,17.5,5.8,251,135,183,213,2,14.9,21.3,-9999,636,87,0,134,10,281,1150,364,2201,1166,163,1130,0,7,117,17,4,43,91,50,207,33,0,67,0,162,399,103,0,66,216,48,68,59,53,68
2086,CNRM_RCP85,Regional,51,-116,1500,-1,11.7,24.5,9.6,-8.2,-0.1,10.7,0.8,-4.6,5.8,17.6,5.2,214,123,301,237,2.9,14.5,20.2,4.4,488,75,0,82,15,293,1163,258,2031,1130,141,1169,0,7,109,5,5,46,92,50,158,22,0,43,0,163,372,88,0,70,77,16,70,60,59,70
2087,CNRM_RCP85,Regional,51,-116,1500,-0.4,12.2,26.2,10.9,-7.6,-0.2,10.8,1.8,-4,6,18.5,6.4,281,139,200,187,2.1,14.9,20.8,-9999,454,47,0,55,20,278,1240,311,1981,1110,101,1065,0,7,147,8,6,42,92,57,191,21,0,25,0,199,401,104,0,75,201,20,70,59,55,70
2088,CNRM_RCP85,Regional,51,-116,1500,-3.4,11.8,24.1,8.2,-10.5,1.2,9.8,-0.1,-6.9,6.5,17,4.1,260,174,215,200,2.2,14,20.5,4.8,659,60,0,91,10,336,1104,186,2226,1073,215,1271,0,11,123,3,4,52,91,43,201,28,1,43,0,191,372,81,0,41,157,0,70,65,58,71
2089,CNRM_RCP85,Regional,51,-116,1500,-1.1,10.3,25.5,11.4,-8.3,-0.4,10,-0.1,-4.7,4.9,17.7,5.6,210,193,214,125,2.7,14.2,21.2,6.5,510,59,0,162,19,207,1174,383,2045,1205,145,1148,0,4,123,22,5,42,91,46,141,25,0,51,0,172,394,113,0,11,180,70,71,63,55,62
2090,CNRM_RCP85,Regional,51,-116,1500,-0.3,10.1,25,11.1,-7.1,-0.2,10.5,1.5,-3.7,4.9,17.7,6.3,249,237,213,178,2.1,13.9,20.9,5.7,432,63,0,125,22,213,1174,385,1955,1206,144,1075,0,4,121,14,7,43,92,55,162,40,0,46,0,171,382,102,0,0,168,27,72,65,57,68
2091,CNRM_RCP85,Regional,51,-116,1500,0.8,11.8,26.5,12.6,-5.7,1.3,10.5,1.7,-2.4,6.6,18.5,7.2,444,175,184,193,-9999,13.8,21.7,6.4,360,26,0,66,36,267,1247,399,1843,1057,129,1010,0,5,181,22,12,55,91,54,262,11,0,35,17,180,409,122,0,16,224,68,74,65,54,65
2092,CNRM_RCP85,Regional,51,-116,1500,-1.3,11.3,28,11.6,-8.4,0.7,12,2.4,-4.9,6,20,7,254,180,174,254,-9999,14.3,21.6,5.1,540,44,0,127,23,262,1378,444,2066,1111,59,1022,0,5,246,22,6,49,92,58,180,17,0,47,17,180,427,104,0,8,253,17,71,64,54,69
2093,CNRM_RCP85,Regional,51,-116,1500,-0.9,11.4,25.7,9.1,-8.7,-0.1,10.6,0.7,-4.8,5.6,18.2,4.9,243,154,185,215,2.9,14.6,21,-9999,501,97,0,76,14,306,1213,240,2047,1148,113,1192,0,8,132,5,4,49,92,48,179,22,0,38,0,156,393,93,0,32,208,0,68,61,56,72
2094,CNRM_RCP85,Regional,51,-116,1500,0.7,12.1,25.4,11.2,-6.4,1.4,11.2,1.7,-2.9,6.8,18.3,6.5,255,203,295,141,1.7,13.5,20.1,5.8,367,50,0,58,26,340,1224,319,1876,1047,116,1050,0,10,145,6,9,53,92,57,137,21,0,12,0,191,382,105,0,9,87,24,71,64,58,68
2095,CNRM_RCP85,Regional,51,-116,1500,-2.1,12,25,10.9,-9.4,0.8,10.3,1.5,-5.8,6.4,17.7,6.2,224,190,191,214,2.4,14,20.5,5.2,599,50,0,67,17,302,1167,317,2142,1068,159,1086,0,7,130,9,5,52,91,53,178,17,0,38,0,189,383,106,0,3,193,35,70,62,57,69
2096,CNRM_RCP85,Regional,51,-116,1500,1,10.1,24.5,10.2,-5.8,-1.8,10,1.4,-2.4,4.2,17.3,5.8,402,149,256,253,-9999,14.6,20.5,4.4,350,81,0,126,34,186,1130,339,1838,1276,169,1111,0,3,103,7,10,33,92,56,226,38,1,46,17,175,377,90,0,29,128,0,73,59,57,70
2097,CNRM_RCP85,Regional,51,-116,1500,1.7,10.9,26,11.9,-5.2,0.2,10.9,2.4,-1.7,5.5,18.4,7.2,332,197,171,155,2,13.9,21.2,-9999,301,66,0,62,37,256,1238,378,1776,1153,130,994,0,5,170,10,12,47,92,61,141,38,0,20,16,180,399,111,0,15,229,32,73,64,56,69
2098,CNRM_RCP85,Regional,51,-116,1500,1.3,12.1,27.9,13.9,-5.6,0.8,12.6,2.7,-2.2,6.5,20.3,8.3,283,177,233,138,2,14.1,21.2,6.6,333,40,0,78,35,292,1407,510,1817,1060,90,928,0,6,303,49,11,51,92,58,146,13,0,38,18,192,419,124,0,17,210,77,73,62,56,65
2099,CNRM_RCP85,Regional,51,-116,1500,0.3,11.8,25.7,10.3,-6.5,1.2,11.5,1.5,-3.1,6.5,18.6,5.9,310,199,278,220,-9999,14.1,20.1,-9999,376,46,0,79,24,306,1252,295,1894,1059,118,1102,0,7,175,5,8,54,92,55,174,19,0,45,0,185,385,90,0,17,177,0,72,65,59,70
2100,CNRM_RCP85,Regional,51,-116,1500,1.1,10.8,26.4,11.1,-6.3,0,10.8,1.7,-2.6,5.4,18.6,6.4,264,175,179,172,2.6,14.2,21.3,5.6,344,62,0,53,27,254,1251,312,1851,1157,114,1065,0,6,170,8,9,45,92,55,139,29,0,19,0,180,405,104,0,25,227,15,71,64,55,69
